"Atomic environment number (Villars, Daams)",Charge nuclear effective (Clementi),Compression modulus,Density,Energy cohesive (Brewer),Enthalpy of melting,Entropy of solid,Magnetic frequency of nuclei,Melting temperature,Mendeleev chemists sequence,Moment nuclear magnetic,Nuclear charge effective (Slater),Oxidation state first,Radii covalent(pm),Radii metal (Waber) (A),Spectral lines no,Spin nuclei,Thermal neutron capture cross section,Valence electron number,"Volume of atom (Villars, Daams)",Luminosity (photons/MeV)
4.5,5.9016,0.08342,2835.372,1.4996,3.534,163.7139262,68.07026,374.72,80.76,2.0373,4.43,0,96.38,1.15676,105.64,1.04,8822.91872,5.6,1300.32326,0.75
3.545454545,93.12,0.101376364,2667.727273,2.753586364,2.669681818,150.2044198,18.21657045,295.0645455,87.62454545,-0.503518182,4.240840909,-0.363636364,97.54954545,1.204991364,152.4777273,2.318181818,10.26932727,5.090909091,2.771058182,1
5.752,7.91624,0.042386,2760.498,1.23684,8.4081,118.5241156,19.816408,428.912,63.156,1.992592,5.57,0,153.758,1.676288,97.88,2.488,37.7128,4.806,5.403486,5
5.72,7.9244,0.04251,2771.31,1.2374,8.4135,118.599478,19.89828,429.12,63.26,1.99432,5.57,0,153.73,1.67488,98.6,2.48,56.108,4.81,5.40021,3.9125
5.8,6.16273,0.039323,2106.3,1.3466,5.9017,161.2342474,9.375329,372.228,64.216,1.222271,4.67,0.001,144.773,1.522564,142.441,2.499,27.3394,4.801,1735.040046,1.075
5.72,6.1784,0.03951,2127.63,1.3454,5.9145,161.40532,9.57348,372.72,64.46,1.22752,4.67,0,144.73,1.51948,144.2,2.48,73.328,4.81,1735.03401,4.175
5.672,9.48464,0.045696,3883.848,4.56224,11.3916,97.3732216,15.821688,502.032,62.816,2.413912,5.57,0,165.088,1.804768,149.48,3.068,83.3408,4.816,5.986896,8.125
4.5,5.5034,0.08163,2144.1,1.5415,2.84,159.5685915,68.20503,419.76,78.03,2.12293,4.4585,-8.88E-17,96.53,1.15744,85.85,0.83,3.15592,5.6,1300.3231,0.175
3.545454545,92.89024545,0.097305909,2164.8,2.748159091,1.973181818,149.7706993,17.62789227,282.9436364,85.00136364,-0.753444091,4.240840909,-0.363636364,98.09227273,1.211051818,153.925,2.046818182,2.786927273,5.090909091,2.804345455,1
2.2,5.158,0.245,3562.8,2.684,2.5024,139.562794,20.3322,154.2,92.2,-0.3314,4.73,0,89.6,1.0984,137.2,2.1,1.16168,4.8,1.8312,1.875
5.4,4.98811,0.215202,3079.2882,3.08031,5.7137,140.7490053,15.0762935,589.587,81.346,-0.1638,3.9825,0,96.918,1.2128085,172.4715,2.459,7132.25933,4.8,2.037856,0.9375
5.4,4.779305,0.242951,2788.7941,3.046155,4.90155,138.4933356,15.31814675,518.5935,85.248,-0.24015,4.04375,0,95.084,1.16202925,166.83575,2.2795,3564.90728,4.8,1.954078,2.0625
5.4,5.13187,0.227384,3320.1894,3.06627,5.4565,141.9966018,14.1199645,535.829,84.582,-0.47525,4,0,96.806,1.1806695,179.4905,2.303,9726.54918,4.8,2.035852,1.125
3.75,8.8404,0.11378,4303.898,1.9509,11.7695,130.3532976,21.244465,593.18,84.69,1.49175,6.4125,0,125.77,1.327565,120.885,1.51,12010.103,6,3.28609,5.5
3.75,8.83395,0.11414,4303.049,1.95045,11.786,130.3441913,21.2268575,594.465,84.72,1.4905,6.4125,-1.11E-16,125.76,1.3277825,121.0675,1.505,12132.6015,6,3.28567,4.75
3.75,10.7754,0.11753,5674.298,6.1059,15.482,103.6791726,15.995215,683.93,83.94,2.013,6.4125,0,140.02,1.492565,183.135,2.26,12009.653,6,4.02559,11.125
3.75,10.76895,0.11789,5673.449,6.10545,15.4985,103.6700663,15.9776075,685.215,83.97,2.01175,6.4125,-1.11E-16,140.01,1.4927825,183.3175,2.255,12132.1515,6,4.02517,5.5
4.666666667,6.267633333,0.13776,3977.366,2.713633333,7.438666667,164.7845642,9.069738333,603.1433333,81.31333333,-0.469833333,4.5,0,108.6733333,1.200855,188.8783333,1.836666667,16263.50193,5.333333333,963.68228,2.125
4.666666667,8.110533333,0.140373333,4945.730667,4.5012,10.444,129.1665867,12.50795333,672.24,80.25333333,0.190333333,5,0,120.0266667,1.360086667,190.8466667,2.18,16008.73827,5.333333333,3.10412,0.875
3.2,5.912,0.2268,3874.8,1.96,5.408,171.415948,75.8856,542.2,94,2.2236,4.79,0,75.2,0.916,92.6,1.1,20.80768,6.4,1484.4482,0.0375
4.666666667,6.02,0.370666667,5770,3.88,8.629333333,152.02268,10.078,868.3333333,86.66666667,-1.058666667,4.083333333,0,92,1.12,178.3333333,2.833333333,34.66853333,5.333333333,1.904333333,3.875
6.896871379,8.559478563,0.057451912,3757.797219,3.923499421,10.31303592,89.2478781,15.21657358,572.0683662,53.23406721,1.73293511,4.900984936,0.377752028,167.6303592,1.83061066,174.9779838,2.071263036,499.3290846,4.193511008,5.490195829,7.875
5.625,7.86875,0.0535,3184.75,1.535,8.31625,119.6744438,19.40325,384.375,67.375,1.429625,5.65625,0,142.625,1.539625,96.5,1.75,4.85,5,4.375875,6.25
5.625,6.05,0.050375,2514.25,1.6475,5.713125,164.2638625,8.64825,325.625,68.625,0.630875,4.71875,0,133.25,1.37775,144,1.75,22.7875,5,1806.07775,3.75
5.625,7.701125,0.05395,2949.0625,1.551875,8.44,118.2425584,19.77045,398.1,66.925,1.7222375,5.65625,0,143.075,1.55785,114.5,1.75,5.79275,5,4.4054625,5
5.625,5.882375,0.050825,2278.5625,1.664375,5.836875,162.8319771,9.01545,339.35,68.175,0.9234875,4.71875,0,133.7,1.395975,162,1.75,23.73025,5,1806.107338,2.825
5.625,9.313625,0.057075,4091.0625,5.014375,11.53375,96.01412088,15.396075,473.725,66.3,2.1566125,5.65625,0,154.95,1.69535,166.375,2.375,5.41775,5,5.0217125,3.625
6,6.87654,0.069473,2519.44,1.51795,8.2604,111.2412284,21.519163,451.076,64.403,1.676923,5.42985,0,137.503,1.513414,85.935,1.403,4.63182,4.8,4.03416,1.3
5.625,4.845,0.060625,1698,1.30375,2.35375,148.44025,60.57725,342.375,69.5,1.75675,4.175,0,107.25,1.287875,82.75,0.75,0.691,5,1161.68275,0.0375
5.625,4.848725,0.060475,1704.2325,1.302075,2.35325,148.5118992,60.63823,340.8975,69.5125,1.7662075,4.174625,-1.11E-16,107.2575,1.2879425,83.115,0.755,0.7163,5,1161.683095,0.0008625
4.857142857,73.78,0.085805714,2289.285714,2.49135,2.4885,140.4603389,15.344325,286.1014286,77.19571429,-0.631171429,3.971321429,-0.285714286,108.0778571,1.324415,144.1078571,2.071428571,6.417742857,4.571428571,3.096948571,3.3125
5.775,9.59405,0.04894,4103.99,4.81585,11.96625,96.96975825,16.00288,534.47,65.395,2.033775,5.7375,0,157.87,1.72206,177.115,2.135,50.4495,5.01,5.170765,11.25
5.8,4.64,0.0434,1392,1.058,2.504,142.928978,58.7252,322,66,1.3914,4.13,0,110.2,1.32,96.8,1.3,0.51176,4.8,1115.441,0.175
5.7952,8.548226,0.054797,3442.6158,4.610012,11.51057,90.96001216,14.2940438,521.7904,63.015,1.4933016,5.57,-8.88E-17,155.2066,1.703895,155.6654,2.4994,6.985742,4.8006,4.998908,9
2.292397661,117.7630292,0.08285731,1926.048889,2.705602339,1.125263158,157.7646023,19.2823,141.4245614,94.60701754,-1.042690058,4.461111111,-0.625730994,84.8619883,1.073411111,157.1269006,1.969005848,258.0619649,5.456140351,2.124718129,1.7625
4.5,5.68,0.0931,3115.4,1.567,4.436,158.277787,68.602,457.3,84,2.458,4.46,0,92.1,1.1094,79.7,1.2,17.01672,5.6,1299.8472,0.03375
5,5.45,0.081166667,2794.333333,1.453333333,3.938333333,154.1719317,65.397,413.6666667,79.16666667,2.299833333,4.333333333,0,98.5,1.185,80.16666667,1.166666667,14.3564,5.333333333,1238.420333,0.02125
3.545454545,92.86,0.102467273,2575.818182,2.765404545,2.696954545,148.3888734,17.44838864,298.2463636,87.80636364,-0.701063636,4.240840909,-0.363636364,94.64045455,1.172718636,150.1140909,2.136363636,7.823872727,5.090909091,2.406785455,2
5.8,4.422,0.0838,1429.6,0.992,2.564,141.137028,58.6036,284.2,66.2,1.8254,4.13,0,102.6,321.3252,83.8,1.1,0.43836,4.8,1114.9792,0.175
5.275,7.62425,0.0490125,2715.7875,1.3105,8.971875,116.2308013,18.801225,469.775,66.325,1.6384,5.7375,0,144.5375,1.5616,94.25,2.225,62.2975,5.0125,4.3923875,9.375
5.295,9.23165,0.05206,3851.03,4.77265,12.06225,93.95526225,14.37568,545.27,65.635,2.071695,5.7375,0,156.43,1.69998,145.675,2.855,50.4255,5.01,5.010685,11.75
5,5.026666667,0.073666667,1867.666667,1.443333333,2.655,153.3727817,64.31233333,391.3333333,74.33333333,1.839333333,4.333333333,0,99.5,1.196166667,82.83333333,0.666666667,0.569733333,5.333333333,1238.481667,0.125
3.545454545,92.63024545,0.098396818,2072.890909,2.759977273,2.000454545,147.9551529,16.85971045,286.1254545,85.18318182,-0.950989545,4.240840909,-0.363636364,95.18318182,1.178779091,151.5613636,1.865,0.341472727,5.090909091,2.440072727,1.25
5,6.174218182,0.249221818,4777.985455,3.6324,6.608181818,149.1820522,11.77197455,703.5018182,79.55272727,-0.591083636,3.986363636,-0.007272727,98.86545455,1.19448,204.4254545,2.86,20.1876,5.090909091,2.190629091,1.625
2.1,4.3270745,0.5648998,2516.60475,3.7379925,8.346345,130.5701824,19.1718368,924.1939,91.4002,-0.05343005,3.795,0,82.8998,1.0156919,154.092,2.3,1151.999261,4.8,1.65238685,0.9625
3.75,9.602375,0.0803875,4232.1375,3.069375,11.341875,121.5543121,22.4328875,518.9125,80.6125,2.3623,6.4125,-1.11E-16,131.2625,1.385975,156.5625,2.1875,7.12775,6,3.5745875,5.625
3.75,10.086125,0.081325,4574.7375,4.108125,12.27,114.8857809,21.120575,541.6,80.425,2.4926125,6.4125,-1.11E-16,134.825,1.427225,172.125,2.375,7.01525,6,3.7594625,7.25
3.75,10.569875,0.0822625,4917.3375,5.146875,13.198125,108.2172496,19.8082625,564.2875,80.2375,2.622925,6.4125,-1.11E-16,138.3875,1.468475,187.6875,2.5625,6.90275,6,3.9443375,2.75
4.666666667,9.118133333,0.097876667,4118.96,2.300766667,10.38433333,120.2148906,22.76321667,575.0366667,74.35333333,2.32353,6.016666667,0.333333333,132.32,1.405503333,159.5033333,2.163333333,7.534733333,5.666666667,3.430716667,9.3125
3.75,9.1018625,0.079495,3865.96875,2.0323125,10.426125,128.0796548,23.78192,497.5975,80.755,2.26124875,6.4125,0,127.745,1.3465475,142.8,2,7.334525,6,3.39267125,7.625
3.75,9.118625,0.07945,3889.5375,2.030625,10.41375,128.2228434,23.7452,496.225,80.8,2.2319875,6.4125,-1.11E-16,127.7,1.344725,141,2,7.24025,6,3.3897125,9.125
3.75,9.13725,0.0794,3915.725,2.02875,10.4,128.3819418,23.7044,494.7,80.85,2.199475,6.4125,0,127.65,1.3427,139,2,7.1355,6,3.386425,9.25
3.75,9.100745,0.079498,3864.3975,2.032425,10.42695,128.0701089,23.784368,497.689,80.752,2.2631995,6.4125,-1.11E-16,127.748,1.346669,142.92,2,7.34081,6,3.3928685,7
3.75,6.33875,0.0685,2935.125,1.72875,2.745,167.9639488,73.68125,323.5,84.25,2.335375,4.6125,0,85.25,1.0115,111.75,1.25,1.2047,6,1392.152375,0.5625
3.75,6.9175,0.07575,3058.75,2.1675,7.30375,181.5710475,10.88,427.25,82.25,1.306,5.2875,0,116.5,1.1525,200,2,28.87,6,2165.43525,4.25
3.75,6.95475,0.07565,3111.125,2.16375,7.27625,181.8892443,10.7984,424.2,82.35,1.240975,5.2875,0,116.4,1.14845,196,2,28.6605,6,2165.428675,6.125
3.75,6.936125,0.0757,3084.9375,2.165625,7.29,181.7301459,10.8392,425.725,82.3,1.2734875,5.2875,-1.11E-16,116.45,1.150475,198,2,28.76525,6,2165.431963,6
3.75,6.18975,0.0689,2725.625,1.74375,2.855,166.6911618,74.00765,335.7,83.85,2.595475,4.6125,0,85.65,1.0277,127.75,1.25,2.0427,6,1392.178675,0.275
3.75,6.1525,0.0690063,2673.314725,1.74741975,2.8822975,166.3741896,74.08859832,338.757575,83.7506,2.660199175,4.6125,1.11E-16,85.749625,1.0317458,131.7368,1.25,2.2552015,6,1392.185226,0.25
3.75,6.1525,0.071226,2696.1195,1.719145,2.81095,166.8056708,73.8589915,341.4265,83.962,2.5542085,4.6125,0,85.6175,1.030266,127.086,1.25,3.31273,6,1392.176691,0.03375
2.294117647,4.071808529,0.565117529,2328.473382,3.578230882,8.314085294,127.7002385,18.60202165,913.5258235,89.47070588,-0.110311794,3.776470588,0,82.64694118,95.15746582,145.3482353,2.264705882,1129.062754,4.705882353,1.609992265,0.1625
4.8,5.2555,0.44535,3849.75,3.936,7.5108,155.553573,16.3067,783.4,87.75,0.34895,4.1525,-0.5,88.15,1.08385,261.55,3.05,0.73846,5.6,1.854,0.09375
5,5.635,0.3315,3785.833333,3.74,6.429333333,152.33346,15.466,692.3333333,82.16666667,0.222166667,4.058333333,-0.333333333,94.5,1.150833333,251.8333333,3,1.6902,5.333333333,2.082,1.375
5.203883495,7.086375405,0.149666667,3562.313916,2.947346278,6.105177994,103.0277994,10.53040129,597.4660194,72.96763754,1.363556634,4.743203883,0.087378641,125.1812298,1.362695793,174.5533981,2.205501618,14.55346278,5.265372168,936.1176019,0.08125
5.4,5.46098,0.142192,3009.19,3.2337,5.4182,141.4505937,15.810872,633.756,71.408,0.360998,3.9,0,102.192,1.297276,192.08,2.9,7.22092,4.8,2.289274,0.1125
6,6.551,0.0816,2493.58,1.606,8.342,106.267163,27.1112,466.8,64.7,2.1459,5.34,0,124.6,1.3856,79.7,1.4,4.27,4.8,3.1338,0.975
6,6.55554,0.081473,2497.54,1.60595,8.3394,106.2924314,27.117163,466.076,64.703,2.145923,5.33985,0,124.603,1.385514,79.735,1.403,4.26932,4.8,3.13396,1.55
7.5,3.89625,0.299,3282,2.92375,4.40825,118.3765375,22.848375,606.5,61.625,0.567,3.175,-0.25,95.875,1.214125,183.5,2.25,2.580775,4,1.924125,3.75
6.2,4.832,0.0504,1735.2,1.21,2.452,140.341536,66.4414,322.6,66,2.4136,3.95,0,99,1.211,97.2,0.9,0.27476,4.8,1114.703,0.2
5.375,8.51625,0.07125,3535.5,4.88875,12.21625,86.5760275,19.04425,576.25,65.875,1.8245,5.625,0,142,1.5575,154.375,2.625,3.988125,5,4.099625,11.25
4.760823279,72.81731725,0.08902626,1747.090135,2.484996451,2.302058197,132.7274612,19.98714833,305.0383251,74.70404542,-0.636682044,3.872001419,-0.264017033,96.29240596,1.199699077,146.8892832,2.222498226,0.098516678,4.562100781,2.248791341,0.7375
2.777777778,112.1625444,0.102531111,2206.544222,2.816211111,1.874,151.1680003,20.40891278,220.0477778,91.93777778,-0.848388889,4.330555556,-0.444444444,84.22444444,1.064618333,156.3483333,1.945555556,2695.0447,5.333333333,1.886426667,0.325
5,5.663333333,0.0965,2759.066667,1.895,7.341666667,164.4575033,13.64566667,454.3333333,75.83333333,1.033333333,4.758333333,0,113.3333333,1.168,151.8333333,1.5,8190.340833,5.333333333,1924.921,4.5
5,5.749333333,0.0917,2770.386667,1.901,7.121666667,164.5789203,13.88043333,437.2,75.43333333,1.05,4.758333333,0,113.4666667,1.1651,149.4,1.566666667,6557.0275,5.333333333,1924.9266,8.075
7.5,6.5825,0.17725,4091,2.1625,20.3975,42.74863,24.74025,374.75,69.25,2.45725,5.05,0,126.75,1.50625,67.25,1.75,54.36125,4,2.57175,0.55
5.375,7.32125,0.059125,2641,1.39625,9.0225,111.47355,22.819875,483.625,66.25,1.991125,5.625,0,134.625,1.46425,84.75,2.25,4.555625,5,3.733125,4
5.375,8.93375,0.06225,3783,4.85875,12.11625,89.2451125,18.4455,559.25,65.625,2.4255,5.625,0,146.5,1.60175,136.625,2.875,4.180625,5,4.349375,7.5
4.125,5.512135,0.232866,3983.1837,3.3085675,11.368275,143.0721049,13.737811,723.818,88.7455,-0.41872,4.1111125,0,94.92125,1.155254,161.272,2.4815,494.84975,5,2.07608,2.5
3.75,10.871,0.122548,6006.43,6.155365,16.12645,100.7872026,17.2859925,743.697,86.359,2.56791,6.438225,0,139.1565,1.4810335,161.9785,2.6,3694.0581,6,3.963598,9.8
3.75,10.466,0.117117,5182.1,6.166835,15.07705,98.64482768,16.7172825,747.763,82.386,2.332865,6.449775,-1.11E-16,139.8135,1.4876965,155.3765,2.225,11.0489,6,3.999942,8.5125
3.545454545,5.212727273,0.261285455,3484.545455,3.301768182,12.96877273,142.9809143,14.31275227,691.3372727,91.53363636,-0.5777,4.195386364,0,91.64045455,1.121445909,165.6595455,2.318181818,46.32750909,5.090909091,2.005330909,1.2
4.125,5.5176,0.2331164,4001.045,3.3112445,11.401985,142.9174424,13.80797275,726.9571,88.8737,-0.388887,4.1124925,0,94.87545,1.15462405,160.12755,2.5,42.37258,5,2.0727764,2.775
4.125,5.5169,0.23301725,3998.6525,3.310575,11.397275,142.9196531,13.806694,726.581,88.85825,-0.39048875,4.112425,-0.00025,94.88175,1.15468025,160.158,2.5,42.3350075,4.99975,2.07330275,4.85
5.4,5.00477,0.248477,3342.5258,3.070102,5.75086,137.6444854,16.4059984,553.715,88.4376,0.211602,4.05461,0,94.2734,1.1523444,156.9212,2.6474,12.47117,4.8,1.9004156,2.125
5.4,5.0035625,0.24835625,3338.99875,3.0692625,5.741775,137.6719299,16.426565,552.88125,88.41,0.212775,4.0544375,0,94.28375,1.1524525,157.1075,2.64625,12.38768,4.8,1.9009975,2.5
5.4,5.005925,0.2485925,3345.8995,3.070905,5.75955,137.6182341,16.386326,554.5125,88.464,0.21048,4.054775,0,94.2635,1.152241,156.743,2.6485,12.55103,4.8,1.899859,1.55
5.4,5.24442,0.23316388,3707.264,3.1239769,6.204237,138.6292494,15.62688555,605.21982,87.39454,0.1714246,4.0299685,0,95.80189,1.16719601,154.81071,2.7,16.830766,4.8,1.96371088,1.425
3.2,4.934,0.44308,3620,3.5989,8.7234,134.3330605,16.82695,924.82,90.34,-0.0456,3.8485,0,88.49,1.07661,138.51,2.5,783.36768,4.8,1.79468,1.5
3.2,4.9119,0.44459,3629.866,3.59854,8.8106,134.1760555,16.868168,931.95,90.552,-0.01616,3.8497,0,88.418,1.076988,138.324,2.498,784.05648,4.8,1.790412,0.9125
3.75,8.9763,0.1211732,4784.06,2.022291,12.70793,126.1662496,23.1052145,680.1198,88.2006,2.294044,6.449715,0,124.5171,1.3109639,90.3469,2,25.94154,6,3.1962532,3.25
3.75,6.79225,0.1175565,3980.7,2.15737625,9.5921625,179.6576851,10.19963688,610.28475,89.72075,1.3376675,5.32483125,1.11E-16,113.260125,1.116728625,147.307375,2,47.531175,6,2165.238094,0.825
3.75,10.9325,0.1231,6137.5,6.176125,16.31125,99.70914313,17.8501875,761.775,87.175,2.78625,6.448125,-1.11E-16,138.8625,1.4757625,153.1375,2.75,24.6075,6,3.94135,12.25
3.75,10.9175,0.12439,6149.5,6.17695,16.3885,99.55559225,17.854275,768.21,87.37,2.8068,6.44925,0,138.795,1.475905,152.755,2.75,25.233,6,3.93739,14.375
4.666666667,7.43,0.148713333,4978.266667,2.749816667,10.05416667,135.4212791,17.322425,748.57,85.29,1.030766667,5.04975,0,112.015,1.264635,122.4183333,2.5,30.1286,5.333333333,2.655213333,0.875
4.666666667,6.46,0.147046667,4620.666667,2.809816667,8.665833333,159.2023024,11.586425,717.2366667,85.95666667,0.604766667,4.54975,0,107.015,1.178301667,147.7516667,2.5,39.69526667,5.333333333,963.56288,0.6875
4.666666667,8.293333333,0.150093333,5584.666667,4.5963,11.687,123.6002348,14.98851667,787.4733333,84.91333333,1.257866667,5.0495,-1.48E-16,118.3633333,1.337936667,150.17,2.833333333,29.7896,5.333333333,2.98476,0.0875
4.223333333,4.605133333,0.22002,2132.01,2.7013,10.80516667,134.3683687,12.51947667,563.4233333,78.08666667,-0.75756,4.058333333,0,101.31,134.5963267,162.2666667,2.493333333,44.03621667,4.67,2.475936667,0.5
4.692307692,4.427169231,0.348710769,2802.798769,3.095938462,6.640307692,129.4251977,16.91451692,724.8030769,76.50153846,-0.315615385,3.626923077,0,97.55076923,1.200963077,152.5446154,2.044615385,7978.084892,4.307692308,2.169901538,0.75
4.992857143,73.84180714,0.074174286,2056.177857,2.405685714,2.104964286,139.7025587,18.90592,272.355,74.59071429,-0.47015,4.007142857,-0.285714286,103.705,1.28454,163.3207143,1.929285714,3.573528571,4.572142857,2.722938571,2.5
2.777777778,112.2330278,0.099744444,2231.105,2.787472222,1.852388889,152.4410318,19.72522639,215.0638889,91.87222222,-0.90575,4.380555556,-0.444444444,85.95,1.083934722,159.2875,1.947222222,2654.238811,5.333333333,1.981566667,2.625
2.777777778,112.2308778,0.099864444,2230.822,2.787322222,1.857888889,152.4379964,19.71935722,215.4922222,91.88222222,-0.906166667,4.380555556,-0.444444444,85.94666667,1.084007222,159.3483333,1.945555556,2695.071644,5.333333333,1.981426667,1.3875
5,5.868333333,0.0885,2831.9,1.808333333,7.293333333,168.2674917,11.577,440.6666667,75.66666667,0.86,4.908333333,0,118.5,1.226166667,160.8333333,1.5,8190.421667,5.333333333,1925.206,0.3
5,5.954333333,0.0837,2843.22,1.814333333,7.073333333,168.3889087,11.81176667,423.5333333,75.26666667,0.876666667,4.908333333,0,118.6333333,1.223266667,158.4,1.566666667,6557.108333,5.333333333,1925.2116,4.925
7.492,7.06956,0.049269,2958.6545,3.93649,9.09025,83.67055349,23.2240805,380.205,53.027,2.5008195,4.902375,0.0015,143.536,1.6504095,129.673,2.002,5.66607,4.003,4.095108,6.5
7.5,7.06,0.049,2950.5,3.935,9.08,83.663415,23.229,379,53,2.505,4.9,0,143.5,1.6505,129.5,2,3.365,4,4.0945,10
4.857142857,4.854928571,0.191828571,2507.107143,2.943214286,9.280142857,135.4920262,16.35811429,494.4142857,76.02857143,-0.310007143,3.914285714,0,100.5428571,1.236985714,184.7142857,2.214285714,25.72888571,4.571428571,2.371407143,0.625
3.545454545,92.77,0.10574,2585.727273,2.781768182,2.719681818,147.1785079,19.42875227,301.3372727,87.89727273,-0.535154545,4.240840909,-0.363636364,90.18590909,1.130445909,149.7504545,2.136363636,7.681145455,5.090909091,2.075330909,0.75
4.666666667,8.176666667,0.156666667,5136.666667,1.61,5.873333333,170.36089,13.50566667,315,94,0.742,5.95,0,117.3333333,1.190666667,147.3333333,1.166666667,23.72366667,6,1925.011333,0.02875
3.8,5.756,1.1826,4172.6,3.44,15.2284,137.234932,17.3472,809.2,96.8,-0.8786,4.51,0,85.8,1.0672,150.2,1.7,0.03658,5.2,1.8248,0.095
4.666666667,7.836666667,0.153666667,4965.333333,1.423333333,3.908333333,163.6061867,41.59866667,275.6666667,94.66666667,1.344,5.65,0,103.6666667,1.137,117,0.833333333,11.89353333,6,1581.344667,0.2125
4.666666667,11.83666667,0.163333333,7070,5.183333333,11.95,99.08851,20.31166667,458.3333333,92,2.057333333,6.95,0,140,1.51,152,1.833333333,4.190333333,6,3.853333333,5
3,5.928333333,0.108666667,3570,2.546666667,1.376,152.9228717,13.80316667,201.1666667,98,-1.0575,4.883333333,-1.333333333,87,1.096666667,156.5,2,0.117033333,5.666666667,2.088333333,1.25
105,6.656666667,0.617666667,6441.666667,3.555,6.931,153.2159467,13.21833333,750.6666667,91.83333333,-1.1455,4.7,-0.333333333,91.33333333,1.119666667,229,1.833333333,3.097033333,5.666666667,1.927333333,0.0375
105,6.6491,0.61746,6434.038333,3.557783333,6.941816667,153.2296236,13.23228333,751.6716667,91.75166667,-1.13994,4.695333333,-0.331666667,91.35166667,1.119796667,229.2333333,1.836666667,3.115748333,5.665,1.928036667,0.03125
3.75,8.8625,0.0919,4093.7,1.871,10.6325,131.9239745,26.6558,493.85,82.15,2.36625,6.4125,1.11E-16,126.75,1.32885,125.2,1.8,7.41,6,3.32285,2.625
5.625,8.23875,0.05325,3352.25,1.515,8.26875,122.6366063,26.41675,378.125,67.125,1.668875,5.65625,0,146.125,1.582125,99,2,4.42,5,4.803875,4.25
6,7.622,0.0567,3045.48,1.497,7.965,116.112525,27.7203,374.4,64.5,1.8706,5.415,0,140.6,1.5389,91.4,1.9,4.2205,4.8,4.3924,4.125
6,5.876,0.0537,2401.8,1.605,5.466,158.918367,17.3955,318,65.7,1.1038,4.515,0,131.6,1.3835,137,1.9,21.4405,4.8,1734.0262,2.8875
6,7.47449,0.057096,2838.075,1.51185,8.0739,114.8524659,28.043436,386.478,64.104,2.128099,5.415,0,140.996,1.554938,107.24,1.9,5.05012,4.8,4.418437,4.125
6,7.17027,0.0693365,2651.46,1.501975,8.2237,113.5983242,27.1269815,446.438,64.2015,1.8683115,5.429925,-8.88E-17,140.3015,1.547457,87.9175,1.6015,4.28816,4.8,4.37648,2.875
6,8.71827,0.0723365,3747.78,4.825975,11.1937,92.25902418,22.9275815,519.038,63.6015,2.2853115,5.429925,-8.88E-17,151.7015,1.679457,137.7175,2.2015,3.92816,4.8,4.96808,1.375
7.5,5.04,0.021,1524,0.845,1.355,139.56698,63.399,183,54.5,1.9875,3.7,0,137.5,1.648,87.5,1.5,0.1948,4,932.142,0.2125
4.5,8.513568,0.0943776,3911.89616,1.770528,10.58964,127.1449612,23.0781428,524.3256,78.0648,1.5459,6.11,0,133.7784,1.4322948,114.5692,1.6392,8844.40976,5.6,3.8875928,7
4.5,8.4888,0.09576,3908.636,1.7688,10.653,127.1099931,23.01053,529.26,78.18,1.5411,6.11,-8.88E-17,133.74,1.43313,115.27,1.62,9314.804,5.6,3.88598,6.875
3.545454545,92.99454545,0.102376364,2636.727273,2.758131818,2.679681818,149.4660234,19.99875227,295.9736364,87.71545455,-0.614063636,4.240840909,-0.363636364,95.91318182,1.188173182,151.0231818,2.227272727,7.667509091,5.090909091,2.562421818,0.1625
3.545454545,92.76479091,0.098305909,2133.8,2.752704545,1.983181818,149.0323029,19.41007409,283.8527273,85.09227273,-0.863989545,4.240840909,-0.363636364,96.45590909,1.194233636,152.4704545,1.955909091,0.185109091,5.090909091,2.595709091,0.875
5.4,4.522,0.1806,2352,3.12,6.5744,136.957042,17.8502,757.8,71.8,0.7638,3.93,0,97.2,1.3104,152.4,2.9,10.88168,4.8,2.0416,0.9625
3.904761905,74.36964286,0.085178571,2419.095238,2.58,2.630619048,146.2763327,19.4300119,329.2857143,80.66666667,-0.591059524,4.211904762,-0.226190476,100.297619,1.213333333,147.6309524,2.535714286,0.277771429,5.011904762,90.80935714,0.0425
5.714285714,4.579614286,0.229318571,2284.714286,2.703714286,4.426142857,132.8539848,15.82004143,447.04,81.88,0.112244286,4.007142857,0.001428571,100.8185714,1.224377143,156.0585714,2.784285714,0.238742857,4.572857143,2.26778,0.4875
4.533333333,8.937333333,0.057516667,3569.316667,3.235666667,11.4525,107.0848433,17.45646667,566.2,70.43333333,2.0012,6.016666667,0,146.2166667,1.564466667,123.3333333,2.8,81.38,5.35,4.377016667,5.875
4.533333333,7.967333333,0.05585,3211.716667,3.295666667,10.06416667,130.8658667,11.72046667,534.8666667,71.1,1.5752,5.516666667,0,141.2166667,1.478133333,148.6666667,2.8,90.94666667,5.35,965.2846833,8.75
4.666666667,9.763333333,0.058666667,4133.333333,5.08,13.08,94.91566667,14.78233333,605.6666667,69.66666667,2.225666667,6.016666667,0,152.6666667,1.643666667,148,3.166666667,4.533333333,5.333333333,4.719333333,4.75
4.533333333,9.797333333,0.059183333,4178.383333,5.082333333,13.1025,95.22967667,15.12346667,606.5333333,70.1,2.232866667,6.016666667,0,152.55,1.6378,151,3.133333333,81.18,5.35,4.705683333,15
