"Atomic environment number (Villars, Daams)",Charge nuclear effective (Clementi),Compression modulus,Density,Energy cohesive (Brewer),Enthalpy of melting,Entropy of solid,Magnetic frequency of nuclei,Melting temperature,Mendeleev chemists sequence,Moment nuclear magnetic,Nuclear charge effective (Slater),Oxidation state first,Radii covalent(pm),Radii metal (Waber) (A),Spectral lines no,Spin nuclei,Thermal neutron capture cross section,Valence electron number,"Volume of atom (Villars, Daams)",Luminosity (photons/MeV)
4.506666667,9.804133333,0.059286667,4187.393333,5.0828,13.107,95.29247867,15.19169333,606.7066667,70.18666667,2.234306667,6.016666667,0,152.5266667,1.636626667,151.6,3.126666667,96.50933333,5.353333333,4.702953333,14.375
4.6,9.780333333,0.058925,4155.858333,5.081166667,13.09125,95.07267167,14.9529,606.1,69.88333333,2.229266667,6.016666667,0,152.6083333,1.640733333,149.5,3.15,42.85666667,5.341666667,4.712508333,13
4.666666667,9.767533333,0.058695,4140.05,5.0798,13.079,94.92834167,14.80446667,605.7466667,69.73333333,2.222723333,6.016666667,0,152.63,1.642981667,148.1116667,3.163333333,4.589666667,5.335,4.716826667,4.8
5.125,7.915,0.150125,5218.8,1.8625,7.018125,163.7666813,21.028125,449.875,73.875,0.873625,5.41875,0,120.75,1.223625,151.375,1.25,6148.0375,5.5,1804.874,6.625
4.666666667,7.82,0.214222222,5465.555556,2.066666667,8.005555556,168.1000089,19.70266667,520.1111111,78.66666667,0.973333333,5.527777778,0,116.4444444,1.164222222,147.2222222,1.5,35.97777778,5.777777778,1924.880333,3.025
5.148125078,8.061052697,0.132981313,5011.058303,1.911821353,6.33885636,162.3230745,22.27675121,403.0834683,71.72555126,1.256573689,5.41010963,0.010090943,121.8939828,1.234560733,162.0918151,1.506727295,24.07762053,5.491590881,1798.868334,9.5
5.6,6.88054,0.131873,4073.36,1.81595,6.1454,154.0135764,21.802563,442.676,68.603,1.154323,5.08985,0,118.903,1.226014,130.135,1.203,22.11182,5.2,1732.72176,3.8125
5.6,6.88962,0.131619,4081.28,1.81585,6.1402,154.0641131,21.814489,441.228,68.609,1.154369,5.08955,0,118.909,1.225842,130.205,1.209,22.11046,5.2,1732.72208,3.25
4.666666667,7.518888889,0.185666667,4709.555556,2.045555556,6.961111111,167.3463944,20.39266667,479,78.77777778,1.049777778,5.511111111,0,116.5555556,1.166666667,145.3333333,1.388888889,24.44266667,5.777777778,1924.89,6.35
5.4,7.002,0.1142,3898,1.584,6.425,155.05395,18.766,440.8,67.8,0.552,5.23,0,125.2,1.2846,150,1.7,22.066,5.2,1733.0948,3.825
5.125,8.6925,0.0895,4055.5,1.4275,9.195,115.97436,25.1755,499.125,67.875,1.785625,6.0875,0,138.625,1.4835,91.125,2.125,4.975,5.25,3.81125,4.7
5.125,10.305,0.092625,5197.5,4.89,12.28875,93.7459225,20.801125,574.75,67.25,2.22,6.0875,0,150.5,1.621,143,2.75,4.6,5.25,4.4275,8.75
5.4,5.174,0.153,2912,3.308,4.8664,140.877042,10.0938,751,71.4,-1.081,3.93,0,104.4,1.2544,154.4,1.7,0.51368,4.8,2.3688,1.935
4.125,4.883635,0.22184325,2612.115,3.2962375,9.47685,141.7240108,12.18249075,693.319,81.62575,-1.07949425,4.1124625,0,96.37575,1.1713535,164.13375,1.75075,21.69658,5,2.16479,2.925
5.4,4.62705875,0.2419775,2517.434875,3.06274875,4.616325,136.8739494,15.392447,535.278375,84.151875,-0.204081375,4.05494375,0,95.151125,1.162160125,158.95475,2.20075,0.255725,4.8,1.95435175,2
2.612903226,4.221935484,0.544935484,2326.516129,3.509677419,8.235225806,128.5597142,18.42,933.4193548,87.96774194,-0.224258065,3.769354839,0,88.25806452,1.076451613,145.516129,2.048387097,1114.136465,4.64516129,1.953677419,0.175
3.75,8.34885,0.1099325,3407,2.007375,10.796,124.9917959,21.4941575,646.44,81.0075,1.6085575,6.449625,-1.11E-16,126.0075,1.327535,94.3375,1.2575,5.4183,6,3.28765,2.5
3.75,6.16635,0.1061825,2602.4,2.142375,7.67225,178.4990984,8.5881575,575.94,82.5075,0.6500575,5.324625,-1.11E-16,114.7575,1.133285,151.3375,1.2575,26.9433,6,2165.3299,1.0875
4.2,5.14758,0.224656,3360.2296,2.95318,4.2733,140.9448895,15.948043,419.486,85.788,-0.4969,4.265,0,95.054,1.159013,160.477,2.152,4851.52458,4.8,2.000768,5.5
3.75,10.2952,0.113365,4787.3,6.16225,14.502,98.38084175,16.259815,735.38,80.265,2.129865,6.44925,0,140.265,1.49232,156.675,2.015,4.9666,6,4.02755,12.325
6.5,8.9577,0.197365,4624.8,5.56475,13.497,80.42934175,12.482815,1087.38,61.515,1.465615,5.29925,1,147.515,1.59507,137.175,1.515,3.7366,5,3.7913,0.4375
4.666666667,7.455133333,0.135243333,3749.866667,4.5765,9.146,122.0179178,12.84087667,743.2533333,75.34333333,0.346076667,5.0495,-1.48E-16,120.3433333,1.360046667,155.45,1.843333333,2.492,5.333333333,3.1062,0.625
105,5.603333333,0.645666667,5738.833333,3.441666667,7.342666667,149.350135,10.77383333,766,81.83333333,-1.097166667,4.483333333,-0.333333333,86.16666667,1.060333333,230.8333333,2.166666667,3.251866667,7,1.675166667,1.1625
3.538461538,4.307484615,0.40071,2131.153846,2.872769231,6.160846154,135.2147687,30.01356077,653.3292308,89.93538462,0.586900769,4.057692308,0.000769231,86.90230769,1.062356923,130.4930769,2.191538462,590.4381538,4.923846154,286.9941892,0.03
4.666666667,4.466083333,0.442858333,2229.833333,2.841666667,7.288833333,116.7747379,30.66524167,785.7333333,81.3,1.035091667,3.875,0.508333333,98.94166667,1.178533333,117.3416667,2.325,639.7363667,4.508333333,311.0742167,0.02125
3.545454545,5.155281818,0.25016,3057.923455,3.263354545,12.05972727,145.6468978,13.38015636,611.9654545,88.30545455,-1.032593636,4.168181818,0,92.89090909,1.136943636,191.8327273,2.041818182,6802.386018,5.090909091,2.089113636,4.1875
5.714285714,7.85,0.199428571,5564.714286,1.53,5.931428571,151.8073857,22.98028571,362.1428571,66.85714286,1.054571429,5.535714286,0,118.4285714,1.21,135.8571429,1.357142857,21.41428571,6.571428571,1650.171857,1.25
4.800359982,5.043860307,0.236911104,3313.158242,3.025257237,5.011949403,138.312937,16.36663182,501.0175991,87.10464477,-0.052895055,4.167281636,5.00E-05,94.55832208,1.313905755,152.7581621,2.425753712,8.677475776,4.799810009,1.941432728,3.55375
4.6004,5.0975515,0.23374315,3393.25355,3.010768,4.8891705,138.6370404,16.4768754,485.2775,87.1302,-0.09369825,4.20474,-1.00E-04,94.5568,1.3133759,151.23805,2.4008,8.74443965,4.7999,1.9492811,3.5925
4.4004,5.1513015,0.23059315,3473.47855,2.996268,4.7664205,138.9562839,16.5878254,469.5275,87.1552,-0.13439825,4.24224,-1.00E-04,94.5568,1.3128509,149.71305,2.3758,8.81111465,4.7999,1.9571311,2.56875
4.200789961,5.20499475,0.227467877,3553.660767,2.981788411,4.643963302,139.2699812,16.69924329,453.8014599,87.17959102,-0.174907555,4.279701015,5.00E-05,94.55832208,1.312331883,148.1864407,2.35080746,8.877357432,4.799810009,1.964965852,0.28875
4.2,5.157966,0.22424695,3366.13594,2.9534095,4.2589,140.9850119,15.967714,417.6605,85.77225,-0.49604395,4.2647975,0,95.06465,1.15875335,160.4038,2.15935,4770.674652,4.8,2.0012612,4.7375
4.2,5.281537,0.2264362,3636.62994,2.9563285,4.633505,141.2182838,16.2843282,424.1796,87.1831,-0.361624,4.2647975,0,94.77275,1.1554938,159.6254,2.3053,4774.69898,4.8,1.983358,4.425
4.666666667,6.10398,0.052059333,2201.66,1.506806667,7.004233333,166.193322,7.976265,462.434,71.67466667,0.909743667,5.016666667,0.000333333,129.9913333,1.324217,143.4703333,2.499666667,26.03293333,5.333666667,1925.876562,4.125
4.666666667,6.106566667,0.052296667,2208.3,1.507366667,7.007833333,166.2144235,7.975991667,462.8366667,71.70666667,0.907385,5.016666667,0.001666667,129.9566667,1.323751667,144.0183333,2.498333333,33.898,5.335,1925.873477,3.5
4.666666667,6.1098,0.052593333,2216.6,1.508066667,7.012333333,166.2408003,7.97565,463.34,71.74666667,0.904436667,5.016666667,0.003333333,129.9133333,1.32317,144.7033333,2.496666667,43.72933333,5.336666667,1925.86962,3
6.90912,6.9559328,0.10139872,3483.61496,1.4218744,5.9488224,127.2597285,15.00328312,340.00328,60.55744,2.1223788,4.613936,0.62424,146.90312,1.61808632,144.42304,2.52424,20.4223448,4.34544,1158.143007,3.54375
5.583333333,4.757695833,0.219828333,2485.035417,2.8898125,4.432625,135.015789,16.15625333,457.1808333,81.755,-0.07725125,4.004166667,0,98.32833333,1.197880833,178.8,2.666666667,0.833575,4.666666667,2.12517125,0.01875
5.583333333,4.762041667,0.219816667,2491.145833,2.889375,4.429416667,135.052912,16.14673333,456.825,81.76666667,-0.0848375,4.004166667,0,98.31666667,1.197408333,178.3333333,2.666666667,0.809133333,4.666666667,2.124404167,0.0325
5.583333333,4.774458333,0.219783333,2508.604167,2.888125,4.42025,135.1589775,16.11953333,455.8083333,81.8,-0.1065125,4.004166667,0,98.28333333,1.196058333,177,2.666666667,0.7393,4.666666667,2.1222125,0.02875
5.919191919,3.888383838,0.175929293,1811.792929,2.533585859,8.440606061,119.6974407,19.50890909,487.7474747,67.01515152,0.04520202,3.496969697,0,101.8333333,1.262565657,135.8131313,2.227272727,21.97494949,4.04040404,2.353434343,0.0505
4.558956522,5.541851304,0.095249913,3081.771913,1.569727826,4.390708696,156.3122669,70.56226487,454.6516522,83.46573913,2.634659913,4.44336087,-0.000782609,87.6313913,1.068768261,79.47478261,1.194869565,20.03333043,5.565217391,1291.440154,0.0275
5.897959184,7.352653061,0.097612245,3802.44898,1.397346939,5.255816327,162.4082224,12.67783673,296.0816327,76.55102041,1.102612245,5.155102041,0.020408163,138.3061224,1.45344898,145.4285714,1.744897959,27.67426531,5.142857143,1711.045388,4.46775
6,5.70027,0.0641365,2075.98,1.599975,5.7027,158.0286382,12.8813815,388.038,65.2015,1.3447115,4.529925,-8.88E-17,134.9015,1.429057,136.7175,1.8015,27.23216,4.8,1734.46928,2.5
5.714285714,4.579614286,0.229318571,2284.714286,2.703714286,4.426142857,132.8539848,15.82004143,447.04,81.88,0.112244286,4.007142857,0.001428571,100.8185714,1.224377143,156.0585714,2.784285714,0.238742857,4.572857143,2.26778,0.4875
3,4.943,0.2576,3241.9,2.742,2.9934,138.28582,19.8884,217.2,92.1,-0.1686,4.58,0,89.6,1.1005,143.3,2.2,0.89498,4.8,1.7998,0.09
3.8,4.728,0.2702,2921,2.8,3.4844,137.008846,19.4446,280.2,92,-0.0058,4.43,0,89.6,1.1026,149.4,2.3,0.62828,4.8,1.7684,0.05875
4.6664,4.866790333,0.057999833,1527.456433,1.173334,3.206698333,149.1208439,64.9612691,406.3328,73.33416667,1.313094533,4.416666667,0,96.66703333,1.157994167,106.3369667,1.499966667,0.303052333,5.333366667,1238.211006,0.125
4.6656,4.867161333,0.057999333,1527.825733,1.173336,3.206793333,149.1237956,64.9630764,406.3312,73.33666667,1.313378133,4.416666667,0,96.66813333,1.157976667,106.3478667,1.499866667,0.763009333,5.333466667,1238.211024,0.435
4.661333333,4.86914,0.057996667,1529.795333,1.173346667,3.2073,149.139538,64.97271533,406.3226667,73.35,1.314890667,4.416666667,0,96.674,1.157883333,106.406,1.499333333,3.216113333,5.334,1238.21112,1.23125
4.653333333,4.87285,0.057991667,1533.488333,1.173366667,3.20825,149.1690549,64.99078833,406.3066667,73.375,1.317726667,4.416666667,0,96.685,1.157708333,106.515,1.498333333,7.815683333,5.335,1238.2113,0.4925
4.125,4.8825,0.221875,2611.125,3.29625,9.4775,141.7176938,12.181,693.5,81.625,-1.0795,4.1125,0,96.375,1.171375,164.125,1.75,21.69675,5,2.16475,3
5.8,9.148,0.105,4506.28,1.298,7.722,120.914778,23.0112,340.2,76.4,1.889,6.13,0,146.2,1.5982,99.2,1.7,9.9142,5.2,4.8888,1.3
3.545454545,5.209154545,0.243410909,2975.249636,3.279118182,11.79372727,145.2207194,13.87379909,592.9672727,87.53818182,-0.885546364,4.168181818,0,93.27272727,1.14041,195.8790909,2.138181818,4441.901982,5.090909091,2.109640909,5
105,6.656666667,0.617666667,6441.666667,3.555,6.931,153.2159467,13.21833333,750.6666667,91.83333333,-1.1455,4.7,-0.333333333,91.33333333,1.119666667,229,1.833333333,3.097033333,5.666666667,1.927333333,0.0375
